Name,Address,Zipcode,Phone,Email,Latitude,Longitude,city,country,email
Oak City Cycling Project,707 N Person St,27604,+1 9194360527,,35.78937,-78.63478,Raleigh,United States,squirrely@oakcitycycling.com
Carytown Bicycle Company,3112 W. Cary Street,23220,+1 8044402453,,37.55325,-77.48061,Richmond,United States,bikes@carytownbikes.com
Bicicletas El Ingles S.L,Calle del Ave María 3 Local Derecho,28012,+34 910180580,,40.41199,-3.70014,Madrid,Spain,info@elingles.com
南風自転車店,札幌市豊平区豊平4条7－3－14,062-0904,011-831-8009,,43.049287,141.374168,札幌市,Japan,no_reply@brompton.com
サイクルショップ ヨシダ,福島県福島市上浜町1-18,960-8134,0245-22-2738,,37.75398,140.473843,960-8134,Japan,no-reply@brompton.com
Richmond Cycles,Richmond Rd,TW1 2EF,+44 2088924372,,51.543644,-0.0553464,London,United Kingdom,shop@richmondcycles.co.uk
"Summit Bicycles, Inc.",1031 California Drive,94010,+1 6503438483,,37.58623,-122.36105,Burlingame,United States,service+losgatos@summitbicycles.com
サイクルショップ　イマイ,茨城県日立市鮎川町6-4-22,316-0036,0294-33-0468,,36.569665,140.635181,日立市,Japan,no_reply@brompton.co.uk
サイクルセンター　サンワ,兵庫県尼崎市昭和通8-290,660-0881,06-6412-3802,,34.723668,135.404849,Amagasaki,Japan,no_reply@brompton.co.uk
BICI TERMINI,大阪府大阪市中央区上町Ｃ－７－１Ｆ,540-0005,06-6761-1732,,34.677584,135.520675,Osaka,Japan,no_reply@brompton.co.uk
LORO CYCLE WORKS,"大阪府大阪市中央区東高麗橋４-７, ミュー高麗橋1F",540-0039,06-4793-1707,,34.687752,135.510403,Osaka,Japan,no_reply@brompton.co.uk
侍サイクル,滋賀県彦根市中央町4-41,522-0063,0749-26-3626,,35.269388,136.25389,Hikone,Japan,no_reply@brompton.co.uk
カミハギサイクル　小牧本店,愛知県小牧市小木東1－25,485-0059,0568-73-8311,,35.282128,136.904994,Komaki,Japan,no_reply@brompton.co.uk
ＧＯ　ＣＹＣＬＥ,愛知県名古屋市中川区福住町３－４,454-0802,052-351-7081,,35.15754,136.88187,Nagoya,Japan,no_reply@brompton.co.uk
Y's Road・名古屋,愛知県名古屋市中区錦２－２－１３ 名古屋センタービル　1F,460-0003 ,052-220-3977,,35.172536,136.899124,Nagoya,Japan,no_reply@brompton.co.uk
じてんしゃひろば　遊,愛知県小牧市郷中１-１９７,485-0033,0568-75-5802,,35.278043,136.91769,Komaki,Japan,no_reply@brompton.co.uk
バイシクル　わたなべ　カネボウ通り店,静岡県静岡市駿河区曲金7-8-35,422-8006,054-285-8845,,34.983381,138.416962,Suruga Ward,Japan,no_reply@brompton.co.uk
スポーツサイクル サカモト,新潟県三条市島田１－2－14,955-0842,0256-32-5348,,37.627988,138.948441,Sanjo,Japan,no_reply@brompton.co.uk
Y's Road・横浜,神奈川県横浜市西区桜木町6－31 1～3F,220-0021,045-342-4587,,35.456217,139.625907,Yokohama,Japan,no_reply@brompton.co.uk
東急ハンズ　渋谷店,東京都渋谷区宇田川町12－18,150-0042,03-5489-5111,,35.66208,139.697873,Shibuya,Japan,no_reply@brompton.co.uk
believe,千葉県浦安市猫実5－1－37,279-0004,047-390-5577,,35.66383,139.891715,279-0004,Japan,no_reply@brompton.com
Y's Road・船橋,千葉県船橋市浜町2－2－7 ビビット南船橋3F,273-0012,047-390-5577,,35.687345,139.993142,273-0012,Japan,no_reply@brompton.com
Y's Road・新宿本館,東京都新宿区新宿2－19－1 BYGSビルB1F,160-0022,03-3350-1288,,35.691235,139.707719,Shinjuku,Japan,no_reply@brompton.co.uk
Y's Road・府中多摩川,東京都府中市四谷5－42－3,183-0035,042-352-3308,,35.663981,139.438468,Fuchu,Japan,no_reply@brompton.co.uk
Y's Road・上野本館,"東京都台東区上野3－16－3 上野鈴木ビル1Ｆ,2F",110-0005,03-3836-6168,,35.705329,139.772337,台東区,Japan,no_reply@brompton.co.uk
LORO SLOW SPOT,東京都中央区日本橋室町１-９-９新室町ビル１Ｆ,103-0022,03-3231-5112,,35.685025,139.77599,Chuo,Japan,no_reply@brompton.co.uk
LORO SETAGAYA,東京都世田谷区上用賀3－7－8,158-0098,03-3700-1765,,35.631608,139.628851,Setagaya,Japan,no_reply@brompton.co.uk
High Nelly Bikes,Kilduff Pallasgreen,V94 DT85,+353 61388786,,52.55936,-8.35457,Co. Limerick,"Ireland, Republic of",info@highnelly.ie
Leisure Lakes Preston Hub,Butler Street,PR1 8BN,+44 1772200944,,53.763201,-2.70309,Preston,United Kingdom,sales@leisurelakesbikes.com
Bicycles NYC,1400 3rd Avenue,10075,+1 2127942929,,40.77482,-73.95731,New York,United States,info@bicyclesnyc.com
STEIL BV,Gentbruggeplein 1,9050,+32 93118866,,51.0445478,3.7589229,Gentbrugge,Belgium,tim@steil.gent
Bike Center Sterrebeek Zaventem - Lier,Lintsesteenweg 5c,2500,+32 34804640,,51.12491,4.551403,Lier,Belgium,tim@bikecenter.be
Heales Cycles,477 Hale End Road,E4 9PT,+44 2085271592,,51.6067882,0.0011054,London,United Kingdom,info@healescycles.co.uk
The Bike Center,1555 2nd Street,90401,+1 2133775688,,34.0128933,-118.4944726,Santa Monica,United States,info@thebikecenter.com
Mamachari,163 Forest Rd,E17 6HE,+44 2085312585,,51.5877854,-0.036134,London,United Kingdom,shop@mamachari.co.uk
Cycle Life Shop KOG,大阪府東大阪市西石切　7－6－7　オーク新石切　1Ｆ,579-8013,072-988-0113,,34.61808,135.488188,Higashiosaka,Japan,no-email@brompton.com
Landry's Bicycles,790 Worcester Street,1760,+1 5086551990,,42.29989,-71.35678,Natick,United States,boston@landrys.com
Landry's Bicycles,1048 Commonwealth Avenue,2215,+1 5086551990,,42.3516971,-71.1225283,Boston,United States,boston@landrys.com
The Bike Center ,3702 So. Robertson Blvd,90232,+1 3106568500,,34.0279481,-118.3898606,Culver City,United States,info@thebikecenter.com
Tip Top Bike Shop,4800 Telegraph Avenue,94609,+1 5104444148,,37.83486,-122.26255,Oakland,United States,top@tiptopbikeshop.com
West Point Cycles - Kerrisdale,6069 West Boulevard,V6M 3X2,+01 6042637587,,49.231165,-123.1557112,Vancouver,Canada,jessicab@westpointcycles.com
Alameda Bicycle,1522 Park Street,94501,+1 5105220070,,37.76598,-122.24113,Alameda,United States,info@alamedabicycle.com
Worcester Cycle Centre,Main Road Hallow,WR2 6LD,+44 1905611123,,52.2234727,-2.2540481,Worcester,United Kingdom,info@worcestercyclecentre.com
Holland's Bicycles,977 Orange Ave.,92118,+1 6194353153,,32.68589,-117.17939,Coronado,United States,dale@hollandsbicycles.com
Evans Cycles Birmingham,House of Fraser Corporation Street,B2 5JS,+44 3439092626,,52.480719,-1.896509,Birmingham,United Kingdom,manager.birminghamev@evanscycles.com
Evans Cycles Manchester Chill Factore,Chill Factore Trafford Way,M41 7JA,+44 3439092107,,53.4684661,-2.3644685,Manchester,United Kingdom,manager.traffordev@evanscycles.com
Evans Cycles Lakeside,22 Junction Shopping Park,RM20 3HH,+44 3439092098,,51.48065,0.28644,Lakeside,United Kingdom,manager.lakesideev@evanscycles.com
Evans Cycles Clapham,Unit 2 65 Clapham High Street,SW4 7TG,+44 3439092081,,51.4633114,-0.1353677,London,United Kingdom,manager.claphamev@evanscycles.com
Evans Cycles Glasgow Bath St,19 Bath St.,G2 1HY,+44 3439092089,,55.86432,-4.26058,Glasgow,United Kingdom,manager.glasgowev@evanscycles.com
J.C. Lind Bike Co.,1311 N. Wells Street,60610,+1 3126431670,,41.90605,-87.63432,Chicago,United States,jon@jclindbikes.com
Broekhuis Fietsen Limmen,Rijksweg 137,1906 BG,+31 725051239,,52.5777284,4.6955891,Limmen,Netherlands,winkel@krooneliefting.nl
Ciclos la Salud S.C.P,C/ alfonso XIII 111 L2,8912,+34 933887181,,41.44254,2.23437,Badalona,Spain,info@cicloslasalud.com
Bicigrino S.L.,C/ Aigua Viva 4 bajo,17310,+34 972908727,,41.7049,2.84284,Lloret de Mar,Spain,tomas@bicigrino.com
Distrito Bikes S.L.,Av/ Dr. Gregorio Marañon 18,3133,+34 966706811,,37.977343,-0.6905127,Torrevieja,Spain,info@ciclosacequion.com
Matusalen Bikes,"C/ Torrebadal, 18",8911,+34 667627221,,41.4520349,2.2550569,Badalona,Spain,matusalenbikes@gmail.com
CON2PEDALES SDAD COOP,C/ Ceballos 5,30030,+34 868914764,,37.9829494,-1.1271889,Murcia,Spain,c2p@con2pedales.net
VAIC - La vida en bici,C. Valldoreix 72,8172,+34 936754570,,41.469844,2.0806389,Sant Cugat del Vallès,Spain,administracio@vaic.com
Brompton Junction Valencia,Calle Cirilo Amoros 68,46004,+34 963205668,,39.4688769,-0.3674556,Valencia,Spain,info@bromptonjunctionvlc.com
DOYOUBIKE,Avd/ Del Puerto 141,46022,+34 963374024,,39.4641589,-0.3458456,Valencia,Spain,info@doyoubike.com
DOYOUBIKE,Calle Mar - 14,46003,+34 963155551,,39.4738525,-0.3739641,Valencia,Spain,info@doyoubike.com
Velo Culture,"Rua Álvaro Castelões, loja 46A",4450-039,+351 222424790,,41.1488341,-8.6263817,Matosinhos,Portugal,info@veloculture.pt
Bike Tech S.L,Calle Terol 30,8012,+34 932130255,,41.4033494,2.158716,Barcelona,Spain,koos@bike-tech.com
Mammoth Las Rozas,C/ Dublin 35C,28232,+34 916341788,,40.5044799,-3.891793,Las Rozas,Spain,compras.direccion@mammothbikes.com
Mammoth Mostoles,C/ Fragua 2,28933,+34 916140910,,40.34133,-3.86291,Mostoles,Spain,compras.direccion@mammothbikes.com
Mammoth Alcala de Henares,Rotonda Pitagoras 1,28806,+34 918797587,,40.491527,-3.386071,Alcalá de Henares,Spain,compras.direccion@mammothbikes.com
Mammoth Arganda del Rey,Avenida de Madrid 25 Nave A-6,28500,+34 913093259,,40.30517,-3.45925,Arganda del Rey,Spain,compras.direccion@mammothbikes.com
Baker St Bikes,7-8 York Place,BN1 4UG,+44 1273675754,,50.8283281,-0.1356526,Brighton,United Kingdom,info@bakerstbikes.co.uk
Evans Cycles London Bridge,6 Tooley St,SE1 2SY,+44 3439092103,,51.5062601,-0.0900111,London,United Kingdom,manager.londonbridgeev@evanscycles.com
Evans Cycles Brighton,4 Air St,BN1 3FB,+44 3439092070,,50.8241927,-0.1435878,Brighton,United Kingdom,manager.brightonev@evanscycles.com
Evans Cycles Cambridge,Unit 14 The Grafton Centre,CB1 1PS,+44 3439092636,,52.20708,0.13345,Cambridge,United Kingdom,manager.cambridgegraftev@evanscycles.com
Evans Cycles Edinburgh,1A Exchange Place,EH3 8BL,+44 3439092085,,55.94435,-3.2087877,Edinburgh,United Kingdom,manager.edinburghev@evanscycles.com
Evans Cycles St Pauls,1 Farringdon St,EC4M 7LD,+44 3439092120,,51.5145297,-0.1063947,London,United Kingdom,manager.stpaulsev@evanscycles.com
Evans Cycles Wimbledon,6-12 Gladstone Rd,SW19 1QT,+44 3439092125,,51.4190152,-0.2045579,London,United Kingdom,manager.wimbledonev@evanscycles.com
Evans Cycles Reading,Mill Lane Roundabout (Below Premier Inn),RG1 2HN,+44 3439092117,,51.42947,-0.90149,Reading,United Kingdom,manager.readingev@evanscycles.com
Evans Cycles Guildford,3 Woodbridge Meadows,GU1 1BD,+44 3439092090,,51.2474945,-0.5854216,Guildford,United Kingdom,manager.guildfordtev@evanscycles.com
Roy's Sheepshead Cycle,2679 Coney Island Ave.,11235,+1 7186469430,,40.59124,-73.96045,Brooklyn,United States,roysbikes@gmail.com
CYKLOSPECIALITY - HRADEC KRALOVE,Safarikova 514 ,500 02,+420 737 828 761,,50.2105511,15.8249666,Hradec Kralove ,Czech Republic,
Start Cycles,35-37 Market St,NE1 6JE,+44 1912614191,,54.972647,-1.6140082,Newcastle upon Tyne,United Kingdom,customerservices@startfitness.co.uk
Bo Vélo,3 Cours Olivier de Clisson,44000,+33 240751989,,47.213191,-1.554222,Nantes,France,contact@bovelonantes.com
Cyclable Boulogne Paris Cyclable,122 Route de la Reine,92100,+33 972606557,,48.8403499,2.2347105,Boulogne-Billancourt,France,boulogne92@cyclable.com
Cyclable Caen,32 Place du 36ème Régiment d'Infanterie,14000,+33 231833415,,49.1775049,-0.3558111,Caen,France,caen@cyclable.com
Cyclable Chambéry,256 Rue de la République,73000,+33 458140754,,45.5639022,5.925566,Chambéry,France,chambery@cyclable.com
Cyclable La Garenne Colombes,104 bis avenue du Général De Gaulle,92250,+33 157688575,,48.9066546,2.2556843,La Garenne-Colombes,France,la-garenne-colombes@cyclable.com
Cyclable Lyon 6,54 Avenue Maréchal Foch,69006,+33 981254647,,45.7697778,4.8412334,LYON,France,lyon6@cyclable.com
Cyclable Lyon 7,16 Avenue Jean Jaurès,69007,+33 983450706,,45.7526837,4.8460149,LYON,France,lyon7@cyclable.com
Cyclable Marseille Vélodrome,13 Boulevard Rabatau,13008,+33 972445103,,43.2735193,5.3924418,Marseille,France,marseille@cyclable.com
Cyclable Montpellier Sud,292 Avenue Théroigne de Méricourt,34000,+33 467828831,,43.597577,3.899485,Montpellier,France,montpellier-sud@cyclable.com
Cyclable Nice Mode cyclable,31 Avenue de la République,6300,+33 981204262,,43.7029102,7.2812319,Nice,France,nice@cyclable.com
Cyclable Paris 15,135 Avenue Emile Zola,75015,+33 972585324,,48.8471304,2.2939484,Paris,France,paris15@cyclable.com
Cyclable Poitiers,12 Ter Boulevard du Pont Achard,86000,+33 972577768,,46.581178,0.3325382,Grand-Poitiers,France,poitiers@cyclable.com
Cyclable Rennes Spad Alternative,65 Avenue Aristide Briand,35000,+33 299384608,,48.1104209,-1.664832,RENNES,France,rennes-spad@cyclable.com
Cyclable RueilMalmaison E.T.'S Bike,5 avenue Gabriel Péri,92500,+33 950136617,,48.8829672,2.1883237,Rueil-Malmaison,France,rueil-malmaison@cyclable.com
Cyclable Strasbourg Etoile,15 route de Vienne,67000,+33 388344753,,48.57422,7.7551,Strasbourg,France,strasbourg-etoile@cyclable.com
Cyclable Toulouse Ouest,1 allee des Corbieres,31770,+33 561612493,,43.5897041,1.359414,COLOMIERS,France,toulouse.ouest@cyclable.com
Universal Cycles,12330 SW Walker Rd,97005,+1 5039436156,,45.52246,-122.64292,Beaverton,United States,sales@universalcycles.com
MecaService,Avenue des vallées 163,1341,+32 10612386,,50.65392,4.54993,Ottignies-Louvain-la-Neuve,Belgium,info@mecaservice.be
Brompton Junction NYC,287 Bleecker Street,10014,+1 9179652845,,40.73205,-74.00337,New York,United States,ny@bromptonjunction.com
One Fine Day - Bangkok,"27-2 Lasan 23 Sukumvit, 105 Bang Na",10260,+66 27444077,,13.66702706,100.6133986,Bangkok,Thailand,onefinedaybicycle@gmail.com
Jour de Vélo Bastille,41 rue de Citeaux,75012,+33 954312944,,48.8497447,2.3810802,Paris,France,olivier@jourdevelo.fr
Holland Bikes Paris 05, 17 rue des écoles,75005,+33 171763253,,48.8478135,2.3511126,Paris,France,paris05@hollandbikes.com
Holland Bikes Paris 15,79 boulevard Lefebvre,75015,+33 142504240,,48.8290043,2.3004728,Paris,France,paris15@hollandbikes.com
Mad Dogs & Englishmen,SW Corner of Ocean Ave & Mission Street,93921,+1 8312507687,,36.55509,-121.92092,Carmel-by-the-Sea,United States,info@maddogsandenglishmen.com
Fridhems Cykel,Bredgatan 32,22221,+46 40260335,,55.7089733,13.1931672,Lund,Sweden,bredgatan.lund@fridhemscykel.se
Velorution Hackney,281 Mare St,E8 1GR,+44 2071485574,,51.5443795,-0.0555277,London,United Kingdom,hackney@velorution.com
Velorution Islington,123 Essex Road,N1 2SN,+44 71485573,,51.5394576,-0.1000218,London,United Kingdom,islington@velorution.com
Bike Republic Hasselt,Herkenrodesingel 85,3500,+32 1152125,,50.9425158,5.3283048,Hasselt,Belgium,hasselt@bikerepublic.be
Bike Republic XL Leuven,Kareelveld 8A,3000,+32 16679159,,50.8903693,4.6943666,Leuven,Belgium,leuven@bikerepublic.be
Bike Republic Antwerpen,Vlaamse Kaai 20,2000,+21 33376698,,51.2110432,4.3923465,Antwerpen,Belgium,Antwerpen@bikerepublic.be
Bike Republic Boortmeerbeek,Leuvensesteenweg 356,3190,+32 15709127,,50.9670808,4.5745756,Boortmeerbeek,Belgium,boortmeerbeek@bikerepublic.be
Bike Republic Roeselare,Westlaan 221,8800,+32 51679068,,50.9432089,3.113445,Roeselare,Belgium,roeselare@bikerepublic.be
Bike Republic Wijnegem,Turnhoutsebaan 325,2110,+32 33536830,,51.227142,4.5206474,Wijnegem,Belgium,wijnegem@bikerepublic.be
Bike Republic Merksem,Bredabaan 809,2170,+32 33313138,,51.2515826,4.4585766,Merksem,Belgium,merksem@bikerepublic.be
Bike Republic Boechout,Provinciesteenweg 496,2530,+32 34552624,,51.1594684,4.510443,Boechout,Belgium,boechout@bikerepublic.be
Bike Republic Herentals,Hemeldonk 13,2200,+32 14219586,,51.1740083,4.8184459,Herentals,Belgium,herentals@bikerepublic.be
Cycle Solutions Swansea Store,34 Uplands Crescent,SA2 0PG,+44 1792472612,,51.6182959,-3.9684225,Swansea,United Kingdom,
Cyclable Paris 14,122 Boulevard Brune,75014,+33 972655995,,48.823778,2.3221539,Paris,France,paris14@cyclable.com
Cyclable Bayonne,47 Avenue Henri Grenet,64100,+33 559088971,,43.4962642,-1.4838107,Bayonne,France,bayonne@cyclable.com
Cycle Superstore,Frame works Building,D24 AW96,+353 14632270,,53.32387,-6.26967,Dublin,"Ireland, Republic of",sales@cyclesuperstore.ie
Panagua Bikes,50 Hayes St,BR2 7LD,+44 2082897802,,51.3786763,0.0175356,Bromley,United Kingdom,info@panaguabikes.com
Thijs Brand Tweewielers BV,Damlaan 6,2265 AN,+31 703279202,,52.0817143,4.3972724,Leidschendam,Netherlands,dennis@thijsbrand.nl
Evans Cycles Kings Cross,Unit 5-6 Pancras Rd,N1C 4AG,+44 3439092096,,51.5332071,-0.1260308,London,United Kingdom,manager.kingscrossev@evanscycles.com
Evans Cycles Milton Keynes,Xscape MK 602 Marlborough Gate,MK9 3XS,+44 3439092110,,52.041506,-0.748476,Milton Keynes,United Kingdom,manager.miltonkeynesev@evanscycles.com
Edinburgh Bicycle Cooperative Aberdeen,458-464 George St,AB25 3XH,+44 1224632994,,57.1544342,-2.1083316,Aberdeen,United Kingdom,enquires@edinburghbicycle.com
Evans Cycles Sutton Coldfield,House of Fraser 132-138 The Parade,B72 1PB,+44 3439092121,,52.5504815,-1.860417,Sutton Coldfield,United Kingdom,manager.suttoncoldfieldev@evanscycles.com
Evans Cycles Durham,Unit C1 Abbey Road Business and Trade Park,DH1 5HB,+44 3439092083,,54.8045601,-1.5815087,Durham,United Kingdom,manager.durhamev@evanscycles.com
Evans Cycles Ipswich,Unit 1a Martlesham Heath Retail Park,IP5 3RU,+44 3439092094,,52.0661363,1.2765159,Ipswich,United Kingdom,manager.ipswichev@evanscycles.com
Sigma Sports Ltd,St. Johns Place,KT1 4DA,+44 33300068833,,51.4126628,-0.311361,Kingston Upon Thames,United Kingdom,purchasingadmin@sigmasports.com
Bo Vélo (Ile de Nantes),62 Boulevard Victor Hugo,44200,+33 228492043,,47.2020184,-1.5483776,Nantes,France,contact@bovelonantes.com
Fietspaleis FP2 BVBA,Bellestraat 57,9100,+32 34354305,,51.17374,4.17138,Sint-Niklaas,Belgium,service@fietsendegeus.be
El Caballo de Acero,C/O'Donnell 7,28009,+34 914358971,,40.42163,-3.68062,Madrid,Spain,ciclismo@calmera.es
Edinburgh Bicycle Cooperative Leeds,140 Woodland Lane,LS7 4QG,+44 1132687463,,53.8327511,-1.5379364,Leeds,United Kingdom,leeds@edinburghbicycle.com
Hargroves Cycles Totton ,"150 Commercial Rd, Totton",SO40 3AA,023 8086 2011,,50.9188633,-1.4811721,Southampton,United Kingdom,southampton@hargrovescycles.co.uk
Edinburgh Bicycle Cooperative Canonmills,30 Rodney Street,EH7 4EA,+44 1315572801,,55.9621412,-3.1957838,Edinburgh,United Kingdom,canonmills@edinburghbicycle.com
Sykkologen AS,Storgata 35,2609,+47 90510407,,61.1133702,10.4679072,Lillehammer,Norway,info@sykkologen.com
Cyclable Lille Nord,150 avenue de l'espace,59118,+33 328044407,,50.6899157,3.0632245,Wambrechies,France,lille-nord@cyclable.com
Fietsen Wildiers bvba,Statiestraat 66,2070,+32 14811483,,51.21652,4.328439,Zwijndrecht,Belgium,rob@fietsenwildiers.be
Fietsen Wildiers Geel,Nieuwstraat 88,2440,+32 3366671,,51.1632622,4.994235,Geel,Belgium,geel@fietsenwildiers.be
Pearson Performance,232 Upper Richmond Road West,SW14 8AG,+44 2086422095,,51.464811,-0.265586,London,United Kingdom,performance@pearsoncycles.co.uk
Kilometre Zero,20 rue des Acacias,75017,+33 140546740,,48.876756,2.291211,Paris,France,contact@km0.paris
Trek Bicycle Milton Keynes Central,"2 Campbell Wharf, Campbell Park",MK9 4BG,+44 1908671122,,52.039266,-0.77571,Milton Keynes,United Kingdom,trekstoremk@trekbikes.com
Trek Bicycle Shrewsbury,53-54 Wyle Cop,SY1 1XJ,+44 1743343775,,52.706102,-2.749241,Shrewsbury,United Kingdom,trekstoreshrewsbury@trekbikes.com
Freddy Sport,Ninoofsesteenweg 315,1700,+32 25698002,,50.843917,4.2623009,Dilbeek,Belgium,info@freddysport.be
ADHOC di Salvadori Emilia,Via Liberta 7,38068,+39 3407313201,,45.88519,11.01767,Rovereto,Italy,info@adhoc-lab.com
Bikepartners.net Folding Bike Shop,512 Wilson St,95401,+1 8554833732,,38.43928,-122.72179,Santa Rosa,United States,info@bikepartners.net
Cyclable Saint-Mandé,95 Avenue de Paris,94160,+33 177851925,,48.8459208,2.4197222,Saint-Mandé,France,saint-mande@cyclable.com
La Bicicletería,"Av. Salaverry 2370, CC Real Plaza Salaverry",11,+511 2611354,,-12.0896857,-77.0551778,Jesus Maria,Peru,
Tiny Wheels Stadium One ,"e102, โครงการ Stadiumone, 88 Soi Chulalongkorn 5, Wang Mai, Pathum Wan District",10330,+66 867896703,,13.7408215,100.5238852,Bangkok ,Thailand,kbijaisoradat@gmail.com
Ashburn Bicycle Repair,111 Wilson Avenue NW,20176,+1 5712930689,,38.97007,-77.53718,Leesburg,United States,rob@ashburnbicyclerepair.com
Cycles Cesbron Angers centre,12 Rue Auguste Gautier,49100,+33 241954980,,47.46427,-0.56189,Angers,France,contact@cyclescesbron.fr
Charlotte Cycles Inc,"601 S. King Drive, Ste. CC",28204,+1 7043334358,,35.21046525,-80.83544474,Charlotte,United States,kelley@charlottecycles.com
E Street Bike Shop,"1609 Dreher Street, Suite E",95811,+1 9164465706,,38.58305,-121.47955,Sacramento,United States,estreetbikeshop@gmail.com
Cyclable Les Sables-d'Olonne,37 bis avenue François Mitterrand,85340,+33 251010274,,46.508564,-1.777313,Les Sables-d'Olonne,France,lessablesdolonne@cyclable.com
Evans Cycles Shirebrook,Unit F Brook Park East,NG20 8RY,+44 3439092175,,53.198822,-1.210062,Shirebrook,United Kingdom,manager.shirebrookev@evanscycles.com
Cyclable Bordeaux,17 Cours du Chapeau Rouge,33000,+33 556815998,,44.84278892,-0.572148743,Bordeaux,France,bordeaux@cyclable.com
Cycleways,31 Ormond Quay Lower,D01 PY97,+353 18734748,,53.346466,-6.2666312,Dublin,"Ireland, Republic of",sales@cycleways.com
Halfords Bristol Cribbs Causeway 0720,Cribbs Causeway Retail Park,BS34 5TS,+44 1179581140,,51.52166,-2.61885,Bristol,United Kingdom,general.0720-cribbscauseway@halfords-stores.co.uk
Halfords Preston Mariners Way 0531,Unit 2 Mariners Way,PR2 2ZB,+44 1772769160,,53.7618229,-2.7332809,Preston,United Kingdom,general.0531-preston@halfords-stores.co.uk
Halfords North Shields 0548,Unit H Silverlink,NE28 9ND,+44 1912347860,,55.0101101,-1.497076,North Shields,United Kingdom,general.0548-northshields@halfords-stores.co.uk
Halfords Telford 0862,Unit 1 Telford Forge Retail Park,TF3 4PA,+44 1952290414,,52.6808089,-2.4555583,Telford,United Kingdom,general.0862-telford@halfords-stores.co.uk
Halfords Chelmsford 0566,Unit D Chelmer Village Retail Park,CM2 6XE,+44 1244496220,,51.7330118,0.4943383,Chelmsford,United Kingdom,general.0566-chelmsford@halfords-stores.co.uk
Halfords Lincoln Tritton Road 0783,Tritton Road,LN6 7AN,+44 1522513186,,53.2236189,-0.5528917,Lincoln,United Kingdom,general.0783-lincoln@halfords-stores.co.uk
Halfords Doncaster 0877,Northbridge Road,DN5 9AN,+44 1302767030,,53.5271445,-1.1433778,Doncaster,United Kingdom,general.0877-doncaster@halfords-stores.co.uk
Halfords Farnborough 0733,Unit B Farnborough Gate,GU14 8BL,+44 1252372903,,51.3074092,-0.7504229,Farnborough,United Kingdom,general.0733-farnborough@halfords-stores.co.uk
Halfords Swindon 0854,Unit 2 Fleming Way,SN1 2NN,+44 1792613974,,51.561871,-1.7804818,Swindon,United Kingdom,general.0854-swindon@halfords-stores.co.uk
Halfords Maidstone 0562,Unit 6 Aylesford Retail Park,ME20 7TP,+44 1622715333,,51.2929174,0.4684919,Maidstone,United Kingdom,general.0562-maidstone@halfords-stores.co.uk
Halfords Blackpool 0447,Unit J Blackpool Retail Park,FY4 3AW,+44 1253403575,,53.7798398,-3.034784,Blackpool,United Kingdom,general.0447-blackpool@halfords-stores.co.uk
Halfords New Malden 0543,7 Beverley Way,KT3 4PH,+44 2083361177,,51.400855,-0.2455758,New Malden,United Kingdom,general.0543-newmalden@halfords-stores.co.uk
Halfords Portsmouth 0852,Unit 4 Ocean Park,PO3 5NP,+44 2392671242,,50.8182177,-1.0561664,Portsmouth,United Kingdom,general.0852-portsmouth@halfords-stores.co.uk
Halfords Hull 0772,Unit 4b Clough Road Retail Park,HU6 7PT,+44 1481447399,,53.7688757,-0.3437276,Hull,United Kingdom,general.0772-hull@halfords-stores.co.uk
Halfords Grimsby 0516,Peakes Parkway,DN32 9AW,+44 1472347755,,53.5648545,-0.0808837,Grimsby,United Kingdom,general.0516-grimsby@halfords-stores.co.uk
Halfords Stevenage 0902,Unit 3a Roebuck Retail Park,SG1 1XZ,+44 1438730500,,51.8888308,-0.2001845,Stevenage,United Kingdom,general.0902-stevenage@halfords-stores.co.uk
Halfords Belfast Boucher Road (NI) 0686,Unit 3 Lesley Retail Park,BT12 6HH,+44 2890660811,,54.58951,-5.93531,Belfast,"Ireland, Republic of",general.0686-belfastnireland@halfords-stores.co.uk
Universal Cycles PA,246 Granite Run Drive,17601,+1 5039436156,,40.0770856,-76.3334148,Lancaster,United States,sales@universalcycles.com
Halfords Poole Ringwood Road 0765,339-345 Ringwood Road,BH12 3JN,+44 1202721333,,50.7427455,-1.948167,Poole,United Kingdom,general.0765-poole@halfords-stores.co.uk
Halfords Inverness 0842,Harbour Road,IV1 1SY,+44 1463223388,,57.4862253,-4.2232081,Inverness,United Kingdom,general.0842-inverness@halfords-stores.co.uk
Halfords Thanet 0827,Unit 1A Westwood Retail Park,CT10 2FG,+44 1843209030,,51.3619922,1.3939854,Thanet,United Kingdom,general.0827-thanet@halfords-stores.co.uk
Halfords Colchester 0759,Unit B Colne View Retail Park,CO1 1YN,+44 1206763725,,51.8986414,0.9081836,Colchester,United Kingdom,general.0759-colchester@halfords-stores.co.uk
Halfords Leicester St. Margaret's Way 0977,Unit B St. Margarets Way,LE4 0BY,+44 1162627355,,52.646488,-1.1429252,Leicester,United Kingdom,general.0977-leicesterstmargaretsway@halfords-stores.co.uk
Halfords Scunthorpe 0595,Unit 2 Lakeside Retail Park,DN16 3UA,+44 1724270556,,53.5632986,-0.6195249,Scunthorpe,United Kingdom,general.0595-scunthorpe@halfords-stores.co.uk
Halfords Wakefield 0817,78 Ings Road,WF1 1TY,+44 1924387474,,53.6780023,-1.4944376,Wakefield,United Kingdom,general.0817-wakefield@halfords-stores.co.uk
